"Course Number"	"Course Name"	"Department"	"Instructor"	"Grades"	"Units"	"Section Number"	"Times"	"Locations"
"CS 101A"	"Special Topics in Computer Science"	"CS"	"Yue, Y / Tamuz, O"	""	"+"	"02"	"OM,T 13:00 - 13:55"	"107 ANB"
"CS 102A"	"Seminar in Computer Science"	"CS"	"Staff"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"CS 103A"	"Reading in Computer Science"	"CS"	"Staff"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"CS 111"	"Programming Practicum"	"CS"	"Vanier, M / Pinkston, D"	"PASS-FAIL"	"0-3-0"	"01"	"OM,M 21:00 - 21:55"	"105 ANB"
"CS 111"	"Programming Practicum"	"CS"	"Vanier, M / Pinkston, D"	"PASS-FAIL"	"0-3-0"	"02"	"OM,M 21:00 - 21:55"	"105 ANB"
"CS 111"	"Programming Practicum"	"CS"	"Vanier, M / Pinkston, D"	"PASS-FAIL"	"0-3-0"	"03"	"OM,M 21:00 - 21:55"	"105 ANB"
"CS 111"	"Programming Practicum"	"CS"	"Vanier, M / Pinkston, D"	"PASS-FAIL"	"0-3-0"	"04"	"OM,M 21:00 - 21:55"	"105 ANB"
"CS 111"	"Programming Practicum"	"CS"	"Vanier, M / Pinkston, D"	"PASS-FAIL"	"0-3-0"	"05"	"OM,M 21:00 - 21:55"	"105 ANB"
"CS 111"	"Programming Practicum"	"CS"	"Vanier, M / Pinkston, D"	"PASS-FAIL"	"0-3-0"	"10"	"OM,M 21:00 - 21:55"	"105 ANB"
"CS 111"	"Programming Practicum"	"CS"	"Vanier, M / Pinkston, D"	"PASS-FAIL"	"0-3-0"	"11"	"OM,M 21:00 - 21:55"	"105 ANB"
"CS 111"	"Programming Practicum"	"CS"	"Vanier, M / Pinkston, D"	"PASS-FAIL"	"0-3-0"	"12"	"OM,M 21:00 - 21:55"	"105 ANB"
"CS 116"	"Reasoning about Program Correctness"	"CS"	"Joshi, R"	""	"3-0-6"	"01"	"TR 13:00 - 14:25"	"107 ANB"
"CS 121"	"Relational Databases"	"CS"	"Pinkston, D"	""	"3-0-6"	"01"	"MWF 11:00 - 11:55"	"105 ANB"
"CS 124"	"Operating Systems"	"CS"	"Pinkston, D"	""	"3-6-3"	"01"	"MWF 13:00 - 13:55"	"213 ANB"
"CS 142"	"Distributed Computing"	"CS"	"Murray, R / Chandy, K"	""	"3-0-6"	"01"	"MWF 14:00 - 14:55"	"105 ANB"
"CS 177A"	"Discrete Differential Geometry: Theory and Applications"	"CS"	"Schroeder, P"	""	"3-3-3"	"01"	"TR 10:30 - 11:55"	"314 ANB"
"CS 180"	"Master's Thesis Research"	"CS"	"Martin, A"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"CS 180"	"Master's Thesis Research"	"CS"	"Desbrun, M"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"CS 180"	"Master's Thesis Research"	"CS"	"Low, S"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"CS 180"	"Master's Thesis Research"	"CS"	"Chandy, K"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"CS 180"	"Master's Thesis Research"	"CS"	"Wierman, A"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"CS 180"	"Master's Thesis Research"	"CS"	"Umans, C"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"CS 180"	"Master's Thesis Research"	"CS"	"Barr, A"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"CS 180"	"Master's Thesis Research"	"CS"	"Kitaev, A"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"CS 180"	"Master's Thesis Research"	"CS"	"Perona, P"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"CS 180"	"Master's Thesis Research"	"CS"	"Schroeder, P"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"CS 180"	"Master's Thesis Research"	"CS"	"Winfree, E"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"CS 180"	"Master's Thesis Research"	"CS"	"Ligett, K"	"PASS-FAIL"	"+"	"15"	"A"	"A"
"CS 280"	"Research in Computer Science"	"CS"	"Abu-Mostafa, Y"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"CS 280"	"Research in Computer Science"	"CS"	"Chandy, K"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"CS 280"	"Research in Computer Science"	"CS"	"Winfree, E"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"CS 280"	"Research in Computer Science"	"CS"	"Troian, S"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"CS 280"	"Research in Computer Science"	"CS"	"Ligett, K"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"CS 280"	"Research in Computer Science"	"CS"	"Chandrasekaran, V"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"CS 280"	"Research in Computer Science"	"CS"	"Low, S"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"CS 280"	"Research in Computer Science"	"CS"	"Martin, A"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"CS 280"	"Research in Computer Science"	"CS"	"Murray, R"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"CS 280"	"Research in Computer Science"	"CS"	"Perona, P"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"CS 280"	"Research in Computer Science"	"CS"	"Schroeder, P"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"CS 280"	"Research in Computer Science"	"CS"	"Vidick, T"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"CS 280"	"Research in Computer Science"	"CS"	"Cvitanic, J"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"CS 280"	"Research in Computer Science"	"CS"	"Umans, C"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"CS 280"	"Research in Computer Science"	"CS"	"Desbrun, M"	"PASS-FAIL"	"+"	"15"	"A"	"A"
"CS 280"	"Research in Computer Science"	"CS"	"Kitaev, A"	"PASS-FAIL"	"+"	"16"	"A"	"A"
"CS 280"	"Research in Computer Science"	"CS"	"Wierman, A"	"PASS-FAIL"	"+"	"17"	"A"	"A"
"CS 280"	"Research in Computer Science"	"CS"	"Doyle, J"	"PASS-FAIL"	"+"	"18"	"A"	"A"
"CS 280"	"Research in Computer Science"	"CS"	"Schulman, L"	"PASS-FAIL"	"+"	"19"	"A"	"A"
"CS 280"	"Research in Computer Science"	"CS"	"Yue, Y"	"PASS-FAIL"	"+"	"29"	"A"	"A"
"CS 286A"	"Seminar in Computer Science"	"CS"	"Vidick, T"	""	"+"	"01"	"T 16:30 - 17:25"	"213 ANB"
"CS/CNS 171"	"Computer Graphics Laboratory"	"CS"	"Barr, A"	""	"3-6-3"	"01"	"MWF 15:00 - 15:55"	"105 ANB"
"CS/CNS/EE 156A"	"Learning Systems"	"CS"	"Abu-Mostafa, Y"	""	"3-0-6"	"01"	"OM,M 16:00 - 16:55"	"Lecture Hall BAX"
"CS/EE 143"	"Communication Networks"	"CS"	"Staff"	""	"3-3-3"	"01"	"A"	"A"
"CS/EE 146"	"Advanced Networking"	"CS"	"Staff"	""	"3-3-3"	"01"	"A"	"A"
"CMS/ACM 107"	"Linear Analysis with Applications"	"CMS"	"Stuart, A"	""	"3-3-6"	"01"	"TR 10:30 - 11:55"	"102 SPL"
"CMS/ACM 113"	"Mathematical Optimization"	"CMS"	"Chandrasekaran, V"	""	"3-0-6"	"01"	"MW 10:30 - 11:55"	"213 ANB"
"CMS/ACM/EE 117"	"Probability and Random Processes"	"CMS"	"Owhadi, H"	""	"3-0-9"	"01"	"TR 09:00 - 10:25"	"213 ANB"
"CMS290A"	"Computing and Mathematical Sciences Colloquium"	"CMS"	"Chandrasekaran, V"	"PASS-FAIL"	"1-0-0"	"01"	"M 16:00 - 16:55"	"105 ANB"
"CMS300"	"Research in Computing and Mathematical Sciences"	"CMS"	"Wierman, A"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"CMS300"	"Research in Computing and Mathematical Sciences"	"CMS"	"Vidick, T"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"CMS300"	"Research in Computing and Mathematical Sciences"	"CMS"	"Beck, J"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"CMS300"	"Research in Computing and Mathematical Sciences"	"CMS"	"Burdick, J"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"CMS300"	"Research in Computing and Mathematical Sciences"	"CMS"	"Doyle, J"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"CMS300"	"Research in Computing and Mathematical Sciences"	"CMS"	"Murray, R"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"CMS300"	"Research in Computing and Mathematical Sciences"	"CMS"	"Owhadi, H"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"CMS300"	"Research in Computing and Mathematical Sciences"	"CMS"	"Barr, A"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"CMS300"	"Research in Computing and Mathematical Sciences"	"CMS"	"Chandrasekaran, V"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"CMS300"	"Research in Computing and Mathematical Sciences"	"CMS"	"Desbrun, M"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"CMS300"	"Research in Computing and Mathematical Sciences"	"CMS"	"Low, S"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"CMS300"	"Research in Computing and Mathematical Sciences"	"CMS"	"Perona, P"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"CMS300"	"Research in Computing and Mathematical Sciences"	"CMS"	"Schroeder, P"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"CMS300"	"Research in Computing and Mathematical Sciences"	"CMS"	"Schulman, L"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"CMS300"	"Research in Computing and Mathematical Sciences"	"CMS"	"Umans, C"	"PASS-FAIL"	"+"	"15"	"A"	"A"
"CMS300"	"Research in Computing and Mathematical Sciences"	"CMS"	"Winfree, E"	"PASS-FAIL"	"+"	"16"	"A"	"A"
"CMS300"	"Research in Computing and Mathematical Sciences"	"CMS"	"Yue, Y"	"PASS-FAIL"	"+"	"17"	"A"	"A"
"CDS190"	"Independent Work in Control and Dynamical Systems"	"CDS"	"Staff"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"CDS231"	"Linear Systems Theory"	"CDS"	"Doyle, J"	"PASS-FAIL"	"3-0-6"	"01"	"TR 13:00 - 14:25"	"213 ANB"
"CDS300A"	"Research in Control and Dynamical Systems"	"CDS"	"Dickinson, M"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"CDS300A"	"Research in Control and Dynamical Systems"	"CDS"	"Siapas, A"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"CDS300A"	"Research in Control and Dynamical Systems"	"CDS"	"Doyle, J"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"CDS300A"	"Research in Control and Dynamical Systems"	"CDS"	"Owhadi, H"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"CDS300A"	"Research in Control and Dynamical Systems"	"CDS"	"Beck, J"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"CDS300A"	"Research in Control and Dynamical Systems"	"CDS"	"Murray, R"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"CDS300A"	"Research in Control and Dynamical Systems"	"CDS"	"Burdick, J"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"CDS300A"	"Research in Control and Dynamical Systems"	"CDS"	"Elowitz, M"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"CDS300A"	"Research in Control and Dynamical Systems"	"CDS"	"Desbrun, M"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"CDS300A"	"Research in Control and Dynamical Systems"	"CDS"	"Ortiz, M"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"CDS300A"	"Research in Control and Dynamical Systems"	"CDS"	"Goentoro, L"	"PASS-FAIL"	"+"	"14"	"A"	"A"
"CDS300A"	"Research in Control and Dynamical Systems"	"CDS"	"Adolphs, R"	"PASS-FAIL"	"+"	"15"	"A"	"A"
"CDS300A"	"Research in Control and Dynamical Systems"	"CDS"	"Ames, A"	"PASS-FAIL"	"+"	"16"	"A"	"A"
"CDS300A"	"Research in Control and Dynamical Systems"	"CDS"	"Chung, S"	"PASS-FAIL"	"+"	"17"	"A"	"A"
"Ec 011"	"Introduction to Economics"	"Ec"	"Plott, C"	"LETTER"	"3-2-4"	"01"	"MWF 13:00 - 13:55"	"Lecture Hall BAX"
"Ec 097"	"Undergraduate Research"	"Ec"	"Staff"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"Ec 098A"	"Senior Research and Thesis"	"Ec"	"Staff"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"Ec 121A"	"Theory of Value"	"Ec"	"Border, K"	"LETTER"	"3-0-6"	"01"	"TR 10:30 - 11:55"	"125 BAX"
"Ec 122"	"Econometrics"	"Ec"	"Sherman, R"	""	"3-0-6"	"01"	"TR 13:00 - 14:25"	"B125 BAX"
"Ec 135"	"Economics of Uncertainty and Information"	"Ec"	"Agranov, M"	"LETTER"	"3-0-6"	"01"	"TR 09:00 - 10:25"	"128 BAX"
"Ec 140"	"Economic Progress"	"Ec"	"Border, K / Hoffman, P"	"LETTER"	"3-0-6"	"01"	"TR 14:30 - 15:55"	"237 BAX"
"Ec/PS 160A"	"Laboratory Experiments in the Social Sciences"	"Ec"	"Plott, C"	"LETTER"	"3-3-3"	"01"	"TR 09:00 - 10:25"	"127 BAX"
"EE 044"	"Circuits and Systems"	"EE"	"Hajimiri, S"	"LETTER"	"4-0-8"	"01"	"TR 09:00 - 10:55"	"B270 MRE"
"EE 080A"	"Senior Thesis"	"EE"	"Hajimiri, S"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"EE 091A"	"Experimental Projects in Electronic Circuits"	"EE"	"Megdal, B"	"LETTER"	"+"	"01"	"OM,T 16:00 - 16:55"	"B280 MRE"
"EE 099"	"Advanced Work in Electrical Engineering"	"EE"	"Scherer, A"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"EE 099"	"Advanced Work in Electrical Engineering"	"EE"	"Tai, Y"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"EE 099"	"Advanced Work in Electrical Engineering"	"EE"	"Perona, P"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"EE 099"	"Advanced Work in Electrical Engineering"	"EE"	"George, G"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"EE 099"	"Advanced Work in Electrical Engineering"	"EE"	"Hajimiri, S"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"EE 099"	"Advanced Work in Electrical Engineering"	"EE"	"Yang, C"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"EE 099"	"Advanced Work in Electrical Engineering"	"EE"	"Burdick, J"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"EE 099"	"Advanced Work in Electrical Engineering"	"EE"	"Choo, H"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"EE 099"	"Advanced Work in Electrical Engineering"	"EE"	"Emami, A"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"EE 099"	"Advanced Work in Electrical Engineering"	"EE"	"Yariv, A"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"EE 099"	"Advanced Work in Electrical Engineering"	"EE"	"Hassibi, B"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"EE 099"	"Advanced Work in Electrical Engineering"	"EE"	"Low, S"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"EE 105A"	"Electrical Engineering Seminar"	"EE"	"Hajimiri, S"	"PASS-FAIL"	"1-0-0"	"01"	"A"	"A"
"EE 111"	"Signal-Processing Systems and Transforms"	"EE"	"Vaidyanathan, P"	""	"3-0-6"	"01"	"TR 13:00 - 14:25"	"B270 MRE"
"EE 152"	"High Frequency Systems Laboratory"	"EE"	"Russell, D"	""	"2-3-7"	"01"	"MF 09:00 - 10:25"	"B280 MRE"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Hoffmann, M"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Yang, C"	"PASS-FAIL"	"+"	"02"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Bruck, J"	"PASS-FAIL"	"+"	"03"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Burdick, J"	"PASS-FAIL"	"+"	"04"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Meister, M"	"PASS-FAIL"	"+"	"05"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Doyle, J"	"PASS-FAIL"	"+"	"06"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Effros, M"	"PASS-FAIL"	"+"	"07"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Wang, L"	"PASS-FAIL"	"+"	"08"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Gharib, M"	"PASS-FAIL"	"+"	"09"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Martin, A"	"PASS-FAIL"	"+"	"10"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Hajimiri, S"	"PASS-FAIL"	"+"	"11"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Hallinan, G"	"PASS-FAIL"	"+"	"12"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Low, S"	"PASS-FAIL"	"+"	"13"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Hassibi, B"	"PASS-FAIL"	"+"	"15"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Murray, R"	"PASS-FAIL"	"+"	"16"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Perona, P"	"PASS-FAIL"	"+"	"17"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Vaidyanathan, P"	"PASS-FAIL"	"+"	"18"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Tai, Y"	"PASS-FAIL"	"+"	"20"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Yariv, A"	"PASS-FAIL"	"+"	"21"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Quartz, S"	"PASS-FAIL"	"+"	"22"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Rutledge, D"	"PASS-FAIL"	"+"	"23"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Roukes, M"	"PASS-FAIL"	"+"	"24"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Scherer, A"	"PASS-FAIL"	"+"	"25"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Avouac, J"	"PASS-FAIL"	"+"	"26"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Vahala, K"	"PASS-FAIL"	"+"	"27"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Zmuidzinas, J"	"PASS-FAIL"	"+"	"28"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Atwater, H"	"PASS-FAIL"	"+"	"29"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Kimble, H"	"PASS-FAIL"	"+"	"30"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Heath, J"	"PASS-FAIL"	"+"	"31"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Weinreb, S"	"PASS-FAIL"	"+"	"32"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Emami, A"	"PASS-FAIL"	"+"	"33"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"George, G"	"PASS-FAIL"	"+"	"34"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Abu-Mostafa, Y"	"PASS-FAIL"	"+"	"35"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Painter, O"	"PASS-FAIL"	"+"	"36"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Gharib, M"	"PASS-FAIL"	"+"	"37"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Choo, H"	"PASS-FAIL"	"+"	"38"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Cvitanic, J"	"PASS-FAIL"	"+"	"39"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Faraon, A"	"PASS-FAIL"	"+"	"40"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Pellegrino, S"	"PASS-FAIL"	"+"	"41"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Chandrasekaran, V"	"PASS-FAIL"	"+"	"42"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Minnich, A"	"PASS-FAIL"	"+"	"43"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Rees, D"	"PASS-FAIL"	"+"	"44"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Kostina, V"	"PASS-FAIL"	"+"	"45"	"A"	"A"
"EE 291"	"Advanced Work in Electrical Engineering"	"EE"	"Yue, Y"	"PASS-FAIL"	"+"	"46"	"A"	"A"
"EE/APh 180"	"Nanotechnology"	"EE"	"Scherer, A"	""	"3-0-3"	"01"	"TR 14:30 - 15:55"	"106 ANB"
"EE/Ae 157A"	"Introduction to the Physics of Remote Sensing"	"EE"	"Van Zyl, J"	""	"3-0-6"	"01"	"MW 14:30 - 15:55"	"B270 MRE"
"EE/CS 053"	"Microprocessor Project Laboratory"	"EE"	"George, G"	""	"0-12-0"	"01"	"OM,W 16:30 - 17:25"	"B270 MRE"
"EE/CS 147"	"Digital Ventures Design"	"EE"	"Lahouti, F"	""	"3-3-3"	"01"	"MW 14:00 - 15:25"	"B280 MRE"
"EE/ME 007"	"Introduction to Mechatronics"	"EE"	"George, G"	"PASS-FAIL"	"2-3-1"	"01"	"MW 13:00 - 13:55"	"B270 MRE"
"EE/Ma/CS 126A"	"Information Theory"	"EE"	"Effros, M"	"LETTER"	"3-0-6"	"01"	"MW 10:30 - 11:55"	"B270 MRE"
"EE/Ma/CS 127"	"Error-Correcting Codes"	"EE"	"Kostina, V"	""	"3-0-6"	"01"	"MW 13:00 - 14:25"	"107 ANB"
"EE/MedE 124"	"Mixed-mode Integrated Circuits"	"EE"	"Emami, A"	""	"3-0-6"	"01"	"WF 10:30 - 11:55"	"B280 MRE"
"EST/EE/ME 109"	"Energy Technology and Policy"	"EST"	"Hunt, M"	""	"3-0-6"	"01"	"TR 09:00 - 10:25"	"115 GTL"
"E  002"	"Frontiers in Engineering and Applied Science"	"E"	"Ravichandran, G"	"PASS-FAIL"	"1-0-0"	"01"	"W 12:00 - 12:55"	"105 ANB"
"E  010"	"Technical Seminar Presentations"	"E"	"Fender, A"	"LETTER"	"1-0-2"	"01"	"OM,T 19:00 - 19:55"	"142 KCK"
"E  010"	"Technical Seminar Presentations"	"E"	"Fender, A"	"LETTER"	"1-0-2"	"01"	"M 09:00 - 09:55"	"142 KCK"
"E  010"	"Technical Seminar Presentations"	"E"	"Fender, A"	"LETTER"	"1-0-2"	"02"	"OM,T 19:00 - 19:55"	"142 KCK"
"E  010"	"Technical Seminar Presentations"	"E"	"Fender, A"	"LETTER"	"1-0-2"	"02"	"M 10:00 - 10:55"	"142 KCK"
"E  010"	"Technical Seminar Presentations"	"E"	"Fender, A"	"LETTER"	"1-0-2"	"03"	"M 11:00 - 11:55"	"142 KCK"
"E  010"	"Technical Seminar Presentations"	"E"	"Fender, A"	"LETTER"	"1-0-2"	"03"	"OM,T 19:00 - 19:55"	"142 KCK"
"E  010"	"Technical Seminar Presentations"	"E"	"Fender, A"	"LETTER"	"1-0-2"	"04"	"W 09:00 - 09:55"	"142 KCK"
"E  010"	"Technical Seminar Presentations"	"E"	"Fender, A"	"LETTER"	"1-0-2"	"04"	"OM,T 19:00 - 19:55"	"142 KCK"
"E  010"	"Technical Seminar Presentations"	"E"	"Fender, A"	"LETTER"	"1-0-2"	"05"	"W 10:00 - 10:55"	"142 KCK"
"E  010"	"Technical Seminar Presentations"	"E"	"Fender, A"	"LETTER"	"1-0-2"	"05"	"OM,T 19:00 - 19:55"	"142 KCK"
"E  010"	"Technical Seminar Presentations"	"E"	"Fender, A"	"LETTER"	"1-0-2"	"06"	"W 11:00 - 11:55"	"142 KCK"
"E  010"	"Technical Seminar Presentations"	"E"	"Fender, A"	"LETTER"	"1-0-2"	"06"	"OM,T 19:00 - 19:55"	"142 KCK"
"E  010"	"Technical Seminar Presentations"	"E"	"Fender, A"	"LETTER"	"1-0-2"	"07"	"OM,T 19:00 - 19:55"	"142 KCK"
"E  010"	"Technical Seminar Presentations"	"E"	"Fender, A"	"LETTER"	"1-0-2"	"07"	"F 09:00 - 09:55"	"142 KCK"
"E  010"	"Technical Seminar Presentations"	"E"	"Fender, A"	"LETTER"	"1-0-2"	"08"	"OM,T 19:00 - 19:55"	"142 KCK"
"E  010"	"Technical Seminar Presentations"	"E"	"Fender, A"	"LETTER"	"1-0-2"	"08"	"F 10:00 - 10:55"	"142 KCK"
"E  010"	"Technical Seminar Presentations"	"E"	"Fender, A"	"LETTER"	"1-0-2"	"09"	"OM,T 19:00 - 19:55"	"142 KCK"
"E  010"	"Technical Seminar Presentations"	"E"	"Fender, A"	"LETTER"	"1-0-2"	"09"	"F 11:00 - 11:55"	"142 KCK"
"E  110"	"Principles of University Teaching and Learning in STEM"	"E"	"Horii, C"	"PASS-FAIL"	"2-0-1"	"01"	"OM,T 09:00 - 10:25"	"360 CSS"
"E/ME 103"	"Management of Technology"	"E"	"Pickar, K"	"LETTER"	"3-0-6"	"01"	"TR 14:30 - 15:55"	"115 GTL"
"En 098"	"Reading in English"	"En"	"Staff"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"En 099A"	"Senior Tutorial for English Majors"	"En"	"Gilmartin, K"	"LETTER"	"1-0-8"	"01"	"A"	"A"
"En 099A"	"Senior Tutorial for English Majors"	"En"	"Saltzman, B"	"LETTER"	"1-0-8"	"02"	"A"	"A"
"En 099A"	"Senior Tutorial for English Majors"	"En"	"Jahner, J"	"LETTER"	"1-0-8"	"03"	"A"	"A"
"En 102"	"Origins of Science Fiction"	"En"	"Klement, L"	""	"3-0-6"	"01"	"TR 10:30 - 11:55"	"115 DAB"
"En 133"	"19th-Century American Women Writers"	"En"	"Hunter, C"	"LETTER"	"3-0-6"	"01"	"TR 14:30 - 15:55"	"125 BAX"
"En 139"	"Reading Resistance in Cold War American Literature"	"En"	"Masterton Sherazi, M"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"En/F 160B"	"Classical Hollywood Cinema"	"En"	"Jurca, C"	""	"3-0-6"	"01"	"TR 13:00 - 14:25"	"127 BAX"
"ESL101A"	"Oral Communication and Pronunciation"	"ESL"	"Geasland, J"	"PASS-FAIL"	"3-0-0"	"01"	"MW 17:00 - 18:25"	"125 BAX"
"ESE/Bi 166"	"Microbial Physiology"	"ESE"	"Leadbetter, J"	""	"3-1-5"	"01"	"MWF 10:00 - 10:55"	"162 SMD"
"ESE090"	"Undergraduate Laboratory Research in Environmental Science and Engineering"	"ESE"	"Thompson, A"	"PASS-FAIL"	"+"	"01"	"A"	"A"
"ESE100"	"Special Problems in Environmental Science and Engineering"	"ESE"	"Adkins, J"	"PASS-FAIL"	"+"	"01"	"A"	"A"
